title,studio,domestic_gross,foreign_gross,year,matched_title,similarity
Yu-Gi-Oh! The Dark Side of Dimensions 2017,SV,1000000.0,,2017,Yu-Gi-Oh!: The Dark Side of Dimensions 2016,96
Lucky (2017) 2017,Magn.,956000.0,,2017,Lucky #7 2015,80
Faces Places 2017,Cohen,954000.0,,2017,Faces Places 2017,100
Tubelight 2017,Yash,930000.0,,2017,Tubelight 2017,100
Frantz 2017,MBox,881000.0,,2017,Frantz 2016,91
BOMBSHELL: The Hedy Lamarr Story 2017,Zeit.,820000.0,,2017,Bombshell: The Hedy Lamarr Story 2017,100
Walk With Me 2017,Gathr,727000.0,,2017,Walk with Me 2017,100
Buena Vista Social Club: Adios 2017,BG,123000.0,578000,2017,Buena Vista Social Club: Adios 2017,100
Titanic (20th Anniversary) 2017,Par.,692000.0,,2017,The Anniversary 2017,75
Lost in Paris 2017,Osci.,692000.0,,2017,Lost in Paris 2016,94
Shubh Mangal Saavdhan 2017,Eros,690000.0,,2017,Shubh Mangal Saavdhan 2017,100
The Midwife 2017,MBox,604000.0,,2017,The Midwife 2017,100
3 Generations 2017,Wein.,156000.0,375000,2017,3 Generations 2015,94
Fairy Tail: Dragon Cry 2017,FUN,519000.0,,2017,Fairy Tail: The Movie - Dragon Cry 2017,82
Our President 2017,CJ,507000.0,,2017,Our President 2017,100
Letters from Baghdad 2017,Vita.,360000.0,143000,2017,Letters from Baghdad 2016,96
Breathe (2017) 2017,BST,490000.0,,2017,Breathe 2010,77
Song to Song 2017,BG,444000.0,,2017,Song to Song 2017,100
Tom of Finland 2017,KL,378000.0,,2017,Tom of Finland 2017,100
God's Own Country 2017,Orion,336000.0,,2017,God's Own Country 2017,100
The Breadwinner 2017,GK,312000.0,,2017,The Breadwinner 2017,100
A Silent Voice 2017,Elev.,310000.0,,2017,A Silent Voice 2016,95
My Life as a Zucchini 2017,GK,310000.0,,2017,My Life as a Zucchini 2016,96
Happy End 2017,SPC,302000.0,,2017,Happy End 2017,100
After the Storm 2017,FM,272000.0,,2017,After the Storm 2017,100
Wakefield 2017,IFC,263000.0,,2017,Wakefield 2016,93
"I, Daniel Blake 2017",IFC,260000.0,,2017,"I, Daniel Blake 2016",95
Cezanne et moi 2017,Magn.,258000.0,,2017,Cezanne et Moi 2016,95
The Fortress 2017,CJ,253000.0,,2017,The Fortress 2017,100
Black Butler: Book of the Atlantic 2017,FUN,248000.0,,2017,Black Butler: Book of the Atlantic 2017,100
The Swindlers 2017,WGUSA,242000.0,,2017,The Swindlers 2017,100
City of Ghosts 2017,IFC,128000.0,100000,2017,City of Ghosts 2017,100
The Prison 2017,WGUSA,207000.0,,2017,The Prison 2017,100
The Other Side of Hope 2017,Jan.,184000.0,,2017,The Other Side of Hope 2017,100
Marjorie Prime 2017,FR,181000.0,,2017,Marjorie Prime 2017,100
Graduation 2017,IFC,176000.0,,2017,Graduation 2016,93
Mr. Gaga: A True Story of Love and Dance 2017,Abr.,174000.0,,2017,Rio 2096: A Story of Love and Fury 2013,67
In This Corner of the World 2017,FUN,172000.0,,2017,In This Corner of the World 2016,97
David Lynch: The Art Life 2017,Jan.,171000.0,,2017,David Lynch: The Art Life 2016,97
13 Minutes 2017,SPC,162000.0,,2017,13 Minuteman 2017,88
The Journey 2017,IFC,155000.0,,2017,The Journey 2017,100
The Void 2017,Scre.,151000.0,,2017,The Void 2017,100
Blade of the Immortal 2017,Magn.,151000.0,,2017,Blade of the Immortal 2017,100
Thelma 2017,Orch.,147000.0,,2017,Thelma 2017,100
BPM (Beats Per Minute) 2017,Orch.,125000.0,,2017,BPM (Beats Per Minute) 2017,100
Explosion 2017,CL,123000.0,,2017,Explosion 2017,100
The King's Choice 2017,Gold.,113000.0,,2017,The King's Choice 2016,95
Slack Bay 2017,KL,113000.0,,2017,Slack Bay 2016,93
Like Crazy (2017) 2017,Strand,107000.0,,2017,Like Crazy 2011,81
Fabricated City 2017,CJ,105000.0,,2017,Fabricated City 2017,100
The Lure 2017,Jan.,102000.0,,2017,The Lure 2016,92
Score: A Film Music Documentary 2017,Grav.,101000.0,,2017,Score: A Film Music Documentary 2016,97
Munna Michael 2017,Eros,99600.0,,2017,Munna Michael 2017,100
The Mayor 2017,WGUSA,96800.0,,2017,The Mayor 2011,93
The Fencer 2017,CFI,96000.0,,2017,The Fencer 2015,93
Memoir of a Murderer 2017,WGUSA,91300.0,,2017,Memoir of a Murderer 2017,100
The King's Case Note 2017,CJ,91000.0,,2017,The King's Case Note 2017,100
Warriors of the Dawn 2017,FIP,84500.0,,2017,Warriors of the Dawn 2017,100
The Nile Hilton Incident 2017,Strand,81100.0,,2017,The Nile Hilton Incident 2017,100
Pop Aye 2017,KL,78000.0,,2017,Pop Aye 2017,100
I Can Speak 2017,CJ,63200.0,,2017,I Can Speak 2017,100
Tomorrow 2017,UTMW,62500.0,,2017,Tomorrow 2018,92
Worlds Apart 2017,CLS,60300.0,,2017,Worlds Apart 2019,94
Extraordinary Mission 2017,Crimson,54200.0,,2017,Extraordinary Mission 2017,100
The Ornithologist 2017,Strand,50500.0,,2017,The Ornithologist 2016,95
Napping Princess 2017,GK,48200.0,,2017,Taina Princess 2014,80
Twenty Two 2017,CL,46800.0,,2017,Twenty Two 2015,93
Bluebeard 2017,WGUSA,43100.0,,2017,Bluebeard 2017,100
One Week and a Day 2017,Osci.,41600.0,,2017,One Week and a Day 2016,96
The Commune 2017,Magn.,38700.0,,2017,The Commune 2016,94
A Woman's Life 2017,KL,37600.0,,2017,A Woman's Life 2016,95
Afterimage 2017,FM,33400.0,,2017,Afterimage 2016,93
Alone in Berlin 2017,IFC,33100.0,,2017,Alone in Berlin 2016,95
The Villainess 2017,WGUSA,27700.0,,2017,The Villainess 2017,100
The Daughter 2017,KL,26400.0,,2017,The Daughter 2012,94
Moscow Never Sleeps 2017,CAVU,25300.0,,2017,Moscow Never Sleeps 2017,100
My Scientology Movie 2017,Magn.,22900.0,,2017,My Scientology Movie 2015,96
Una 2017,EF,22800.0,,2017,Luna 2017,94
Bending the Arc 2017,Abr.,21900.0,,2017,Bending the Arc 2017,100
The Girl Without Hands 2017,GK,21800.0,,2017,The Girl Without Hands 2016,96
Whisky Galore 2017,Arrow,21000.0,,2017,Whisky Galore 2016,94
RV: Resurrected Victims 2017,WGUSA,20400.0,,2017,RV: Resurrected Victims 2017,100
Better Watch Out 2017,WGUSA,20400.0,,2017,Better Watch Out 2016,95
Absolutely Anything 2017,ADC,20200.0,,2017,Absolutely Anything 2015,96
Glory (2017) 2017,FM,18400.0,,2017,Ofw 2017 2017,73
Porto 2017,KL,15100.0,,2017,Port 2017,95
Brotherhood of Blades 2: The Infernal Battlefield 2017,WGUSA,14200.0,,2017,Brotherhood of Blades II: The Infernal Battlefield 2017,97
Abracadabra 2017,Sony,14000.0,,2017,Abracadabra 2017,100
Blind 2017,VE,12500.0,,2017,Blind 2017,100
Felicite 2017,Strand,12400.0,,2017,Elite 2017,87
Dead Awake (2017) 2017,FR,11500.0,,2017,Dead Awake 2010,81
The Country Doctor 2017,Distrib.,8500.0,,2017,The Contractor 2013,81
Overdrive 2017,VE,7800.0,,2017,Overdrive 2017,100
Suntan 2017,Strand,6600.0,,2017,Suntan 2016,91
Trespass Against Us 2017,A24,5700.0,,2017,Trespass Against Us 2016,96
The Ardennes 2017,FM,5600.0,,2017,The Ardennes 2015,94
Oro 2017,Sony,5500.0,,2017,Gorol 2017,89
Singularity 2017,VE,4200.0,,2017,Singularity 2017,100
Emily (2017) 2017,Hiber,3600.0,,2017,"Martin, 2017 2017",76
Max & Leon 2017,Distrib.,500.0,,2017,Max & Lenny 2014,84
2:22 2017,Magn.,400.0,,2017,2:22 2017,100
Avengers: Infinity War 2018,BV,678800000.0,"1,369.5",2018,Avengers: Infinity War 2018,100
Black Panther 2018,BV,700100000.0,646900000,2018,Black Panther 2018,100
Jurassic World: Fallen Kingdom 2018,Uni.,417700000.0,891800000,2018,Jurassic World: Fallen Kingdom 2018,100
Incredibles 2 2018,BV,608600000.0,634200000,2018,Incredibles 2 2018,100
Aquaman 2018,WB,335100000.0,812700000,2018,Aquaman 2018,100
Bohemian Rhapsody 2018,Fox,216400000.0,687200000,2018,Bohemian Rhapsody 2018,100
Venom (2018) 2018,Sony,213500000.0,641500000,2018,Vegan 2018 2018,81
Mission: Impossible - Fallout 2018,Par.,220200000.0,571000000,2018,Mission: Impossible - Fallout 2018,100
Deadpool 2 2018,Fox,318500000.0,460500000,2018,Deadpool 2 2018,100
Fantastic Beasts: The Crimes of Grindelwald 2018,WB,159600000.0,494100000,2018,Fantastic Beasts: The Crimes of Grindelwald 2018,100
Ant-Man and the Wasp 2018,BV,216600000.0,406000000,2018,Ant-Man and the Wasp 2018,100
Ready Player One 2018,WB,137700000.0,445200000,2018,Ready Player One 2018,100
Operation Red Sea 2018,WGUSA,1500000.0,577700000,2018,Operation Red Sea 2018,100
Detective Chinatown 2 2018,WB,2000000.0,542100000,2018,Detective Chinatown 2 2018,100
The Meg 2018,WB,145400000.0,384800000,2018,The Meg 2018,100
Ralph Breaks the Internet 2018,BV,201100000.0,328100000,2018,Ralph Breaks the Internet 2018,100
Hotel Transylvania 3: Summer Vacation 2018,Sony,167500000.0,361100000,2018,Hotel Transylvania 3: Summer Vacation 2018,100
Dr. Seuss' The Grinch (2018) 2018,Uni.,270600000.0,241000000,2018,A Season in the Rain 2011,62
Bumblebee 2018,Par.,127200000.0,340800000,2018,Bumblebee 2018,100
A Star is Born (2018) 2018,WB,215300000.0,218900000,2018,A Star Is Born 2018,84
Rampage (2018) 2018,WB (NL),101000000.0,327000000,2018,Rampage 2018,77
Mamma Mia! Here We Go Again 2018,Uni.,120600000.0,274400000,2018,Mamma Mia! Here We Go Again 2018,100
Solo: A Star Wars Story 2018,BV,213800000.0,179200000,2018,Solo: A Star Wars Story 2018,100
Spider-Man: Into The Spider-Verse 2018,Sony,190200000.0,185300000,2018,Spider-Man: Into the Spider-Verse 2018,100
Fifty Shades Freed 2018,Uni.,100400000.0,271500000,2018,Fifty Shades Freed 2018,100
The Nun 2018,WB (NL),117500000.0,248100000,2018,The Nun 2018,100
Monster Hunt 2 2018,LGF,706000.0,361000000,2018,Monster Hunt 2 2018,100
Peter Rabbit 2018,Sony,115300000.0,236000000,2018,Peter Rabbit 2018,100
Mary Poppins Returns 2018,BV,172000000.0,177600000,2018,Mary Poppins Returns 2018,100
A Quiet Place 2018,Par.,188000000.0,152900000,2018,A Quiet Place 2018,100
Green Book 2018,Uni.,85100000.0,234700000,2018,Green Book 2018,100
Skyscraper 2018,Uni.,68400000.0,236400000,2018,Skyscraper 2018,100
Ocean's 8 2018,WB,140200000.0,157500000,2018,Ocean's Eight 2018,81
Pacific Rim Uprising 2018,Uni.,59900000.0,231100000,2018,Pacific Rim: Uprising 2018,98
Maze Runner: The Death Cure 2018,Fox,58000000.0,230200000,2018,The Death Cure 2018,75
Tomb Raider 2018,WB,58300000.0,216400000,2018,Tomb Raider 2018,100
Halloween (2018) 2018,Uni.,159300000.0,96100000,2018,Halloween 2018,80
Crazy Rich Asians 2018,WB,174500000.0,64000000,2018,Crazy Rich Asians 2018,100
Paddington 2 2018,WB,40900000.0,186400000,2018,Paddington 2 2017,94
Smallfoot 2018,WB,83200000.0,130900000,2018,Smallfoot 2018,100
Creed II 2018,MGM,115700000.0,98300000,2018,Creed II 2018,100
Disney's Christopher Robin 2018,BV,99200000.0,98500000,2018,Christopher Robin 2018,83
The Equalizer 2 2018,Sony,102100000.0,88300000,2018,The Equalizer 2 2018,100
The Nutcracker and the Four Realms 2018,BV,54900000.0,119100000,2018,The Nutcracker and the Four Realms 2018,100
The Mule 2018,WB,103800000.0,68700000,2018,The Mule 2018,100
Insidious: The Last Key 2018,Uni.,67700000.0,100100000,2018,Insidious: The Last Key 2018,100
The Predator (2018) 2018,Fox,51000000.0,109500000,2018,The Predator 2018,83
Johnny English Strikes Again 2018,Uni.,4400000.0,154500000,2018,Johnny English Strikes Again 2018,100
Red Sparrow 2018,Fox,46900000.0,104700000,2018,Red Sparrow 2018,100
The First Purge 2018,Uni.,69500000.0,67500000,2018,The First Purge 2018,100
A Wrinkle in Time 2018,BV,100500000.0,32200000,2018,A Wrinkle in Time 2018,100
The House With A Clock In Its Walls 2018,Uni.,68500000.0,62900000,2018,The House with a Clock in Its Walls 2018,100
Instant Family 2018,Par.,67400000.0,53200000,2018,Instant Family 2018,100
The Commuter 2018,LGF,36300000.0,83600000,2018,The Commuter 2018,100
Game Night 2018,WB (NL),69200000.0,48500000,2018,Game Night 2018,100
The Monkey King 3 2018,WGUSA,187000.0,114900000,2018,The Monkey King 3 2018,100
First Man 2018,Uni.,44900000.0,60800000,2018,First Man 2018,100
Night School (2018) 2018,Uni.,77300000.0,25800000,2018,Night School 2018,83
Alpha 2018,Studio 8,35900000.0,62300000,2018,Alpha 2018,100
A Simple Favor 2018,LGF,53500000.0,44100000,2018,A Simple Favor 2018,100
The Favourite 2018,FoxS,34400000.0,61600000,2018,The Favourite 2018,100
Truth or Dare 2018,Uni.,41400000.0,53900000,2018,Truth or Dare 2018,100
I Feel Pretty 2018,STX,48800000.0,45700000,2018,I Feel Pretty 2018,100
Blockers 2018,Uni.,60300000.0,33700000,2018,Blockers 2018,100
Goosebumps 2: Haunted Halloween 2018,Sony,46700000.0,46600000,2018,Goosebumps 2: Haunted Halloween 2018,100
BlacKkKlansman 2018,Focus,49300000.0,44000000,2018,BlacKkKlansman 2018,100
Overboard (2018) 2018,PNT,50300000.0,40900000,2018,Overboard 2018,80
Sherlock Gnomes 2018,Par.,43200000.0,47100000,2018,Sherlock Gnomes 2018,100
Robin Hood (2018) 2018,LG/S,30800000.0,54000000,2018,Robin Hood 2010,81
Mortal Engines 2018,Uni.,16000000.0,67700000,2018,Mortal Engines 2018,100
How Long Will I Love U 2018,WGUSA,747000.0,82100000,2018,How Long Will I Love U 2018,100
Den of Thieves 2018,STX,44900000.0,35600000,2018,Den of Thieves 2018,100
Hereditary 2018,A24,44100000.0,35300000,2018,Hereditary 2018,100
Tag 2018,WB (NL),54700000.0,23400000,2018,Tag 2018,100
Vice 2018,Annapurna,47800000.0,28200000,2018,Vice 2018,100
Widows 2018,Fox,42400000.0,33600000,2018,Widows 2018,100
Sicario: Day of the Soldado 2018,Sony,50100000.0,25800000,2018,Sicario: Day of the Soldado 2018,100
Searching 2018,SGem,26000000.0,49400000,2018,Searching 2018,100
The Spy Who Dumped Me 2018,LGF,33600000.0,41800000,2018,The Spy Who Dumped Me 2018,100
Second Act 2018,STX,39300000.0,33000000,2018,Second Act 2018,100
Sanju 2018,FIP,7900000.0,63600000,2018,Sanju 2018,100
Book Club 2018,Par.,68600000.0,,2018,Book Club 2018,100
12 Strong 2018,WB,45800000.0,21600000,2018,12 Strong 2018,100
"Love, Simon 2018",Fox,40800000.0,25500000,2018,"Love, Simon 2018",100
Mile 22 2018,STX,36100000.0,30200000,2018,Mile 22 2018,100
Life of the Party 2018,WB (NL),53100000.0,12800000,2018,Life of the Party 2018,100
Isle Of Dogs 2018,FoxS,32000000.0,32200000,2018,Isle of Dogs 2018,100
Adrift 2018,STX,31400000.0,28500000,2018,Adrift 2018,100
The 15:17 to Paris 2018,WB,36300000.0,20800000,2018,The 15:17 to Paris 2018,100
Early Man 2018,LGF,8300000.0,46400000,2018,Early Man 2018,100
Peppermint 2018,STX,35400000.0,18400000,2018,Peppermint 2018,100
Teen Titans Go! To The Movies 2018,WB,29800000.0,22300000,2018,Teen Titans Go! To the Movies 2018,100
Slender Man 2018,SGem,30600000.0,21200000,2018,Slender Man 2018,100
Breaking In (2018) 2018,Uni.,46800000.0,4600000,2018,Breaking In 2018,82
Once Upon a Deadpool 2018,Fox,6100000.0,44400000,2018,Once Upon a Dream 2015,81
The Son of Bigfoot 2018,VPD,289000.0,46800000,2018,The Son of Bigfoot 2017,96
Uncle Drew 2018,LG/S,42500000.0,4200000,2018,Uncle Drew 2018,100
Tyler Perry's Acrimony 2018,LGF,43500000.0,2900000,2018,The Fern's Army 2011,68
Mary Queen of Scots 2018,Focus,16500000.0,29900000,2018,Mary Queen of Scots 2018,100
The Possession of Hannah Grace 2018,SGem,14800000.0,28200000,2018,The Possession of Hannah Grace 2018,100
Overlord 2018,Par.,21700000.0,20000000,2018,Overlord 2018,100
The Darkest Minds 2018,Fox,12700000.0,28400000,2018,The Darkest Minds 2018,100
Holmes and Watson 2018,Sony,30600000.0,9900000,2018,Holmes & Watson 2018,90
Show Dogs 2018,Global Road,17900000.0,21300000,2018,Show Dogs 2018,100
On the Basis of Sex 2018,Focus,24600000.0,13600000,2018,On the Basis of Sex 2018,100
Namiya 2018,CL,70800.0,35300000,2018,Namiya 2017,91
The Girl in the Spider's Web: A New Dragon Tattoo Story 2018,Sony,14800000.0,20300000,2018,The Girl in the Spider's Web 2018,71
The Hate U Give 2018,Fox,29700000.0,5200000,2018,The Hate U Give 2018,100
Death Wish (2018) 2018,MGM,34000000.0,,2018,Death Wish 2018,81
Nobody's Fool 2018,Par.,31700000.0,1800000,2018,Nobody's Fool 2018,100
Bad Times At The El Royale 2018,Fox,17800000.0,14000000,2018,Bad Times at the El Royale 2018,100
Baaghi 2 2018,FIP,1300000.0,29900000,2018,Baaghi 2 2018,100
The Happytime Murders 2018,STX,20700000.0,6800000,2018,The Happytime Murders 2018,100
Midnight Sun 2018,Global Road,9600000.0,17800000,2018,Midnight Sun 2018,100
Pad Man 2018,Sony,1700000.0,25600000,2018,Padman 2018,96
Monster Family 2018,VPD,127000.0,26300000,2018,Monster Family 2017,95
White Boy Rick 2018,Studio 8,24000000.0,1900000,2018,White Boy Rick 2018,100
Winchester 2018,LGF,25100000.0,,2018,Winchester 2018,100
The Death of Stalin 2018,IFC,8000000.0,16600000,2018,The Death of Stalin 2017,96
Strangers: Prey at Night 2018,Aviron,24600000.0,,2018,The Strangers: Prey at Night 2018,94
"Paul, Apostle of Christ 2018",Affirm,17600000.0,5500000,2018,"Paul, Apostle of Christ 2018",100
Padmaavat 2018,VPD,11800000.0,11100000,2018,Padmaavat 2018,100
Proud Mary 2018,SGem,20900000.0,876000,2018,Proud Mary 2018,100
Superfly 2018,Sony,20500000.0,236000,2018,SuperFly 2018,100
If Beale Street Could Talk 2018,Annapurna,14900000.0,5700000,2018,If Beale Street Could Talk 2018,100
Burn the Stage: The Movie 2018,Trafalgar,4200000.0,16100000,2018,Burn the Stage: The Movie 2018,100
Detective K: Secret of the Living Dead 2018,WGUSA,104000.0,18500000,2018,Detective K: Secret of the Living Dead 2018,100
The Wife 2018,SPC,9600000.0,8600000,2018,The Wife 2017,92
Hell Fest 2018,LGF,11100000.0,7100000,2018,Hell Fest 2018,100
Chappaquiddick 2018,ENTMP,17400000.0,591000,2018,Chappaquiddick 2017,95
They Shall Not Grow Old 2018,WB,18000000.0,,2018,They Shall Not Grow Old 2018,100
Free Solo 2018,NGE,17500000.0,,2018,Free Solo 2018,100
The Children Act 2018,A24,548000.0,17000000,2018,The Children Act 2017,95
Beautiful Boy (2018) 2018,Amazon,7600000.0,8700000,2018,Beautiful Boy 2018,84
Hunter Killer 2018,LG/S,15800000.0,,2018,Hunter Killer 2018,100
Tully (2018) 2018,Focus,9400000.0,6300000,2018,Tully 2018,74
Unfriended: Dark Web 2018,BH Tilt,8900000.0,6300000,2018,Unfriended: Dark Web 2018,100
Upgrade 2018,BH Tilt,12000000.0,2400000,2018,Upgrade 2018,100
Unsane 2018,BST,7700000.0,6600000,2018,Unsane 2018,100
The Sisters Brothers 2018,Annapurna,3100000.0,10000000,2018,The Sisters Brothers 2018,100
Welcome to Marwen 2018,Uni.,10800000.0,2100000,2018,Welcome to Marwen 2018,100
Hotel Artemis 2018,Global Road,6700000.0,6000000,2018,Hotel Artemis 2018,100
Marrowbone 2018,Magn.,1400.0,12300000,2018,Marrowbone 2017,93
102 Not Out 2018,Sony,1300000.0,10900000,2018,102 Not Out 2018,100
Boy Erased 2018,Focus,6800000.0,5000000,2018,Boy Erased 2018,100
Back to Burgundy 2018,MBox,258000.0,11400000,2018,Back to Burgundy 2017,95
The Bookshop 2018,Greenwich,1600000.0,9900000,2018,The Bookshop 2017,94
The Old Man & the Gun 2018,FoxS,11300000.0,,2018,The Old Man & the Gun 2018,100
Gringo 2018,STX,5000000.0,6000000,2018,Gringo 2018,100
Golden Slumber 2018,CJ,94500.0,10600000,2018,Golden Slumber 2018,100
Kin 2018,LGF,5700000.0,4300000,2018,Kin 2018,100
The Big Bad Fox and Other Tales 2018,GK,35800.0,9600000,2018,The Big Bad Fox and Other Tales... 2017,93
Traffik 2018,LGF,9200000.0,336000,2018,Traffik 2018,100
Can You Ever Forgive Me? 2018,FoxS,8800000.0,,2018,Can You Ever Forgive Me? 2018,100
7 Days in Entebbe 2018,Focus,3300000.0,5400000,2018,7 Days in Entebbe 2018,100
Pope Francis - A Man of His Word 2018,Focus,2000000.0,6600000,2018,Pope Francis: A Man of His Word 2018,99
Condorito: La Pelicula 2018,LGF,448000.0,8000000,2018,"Indio, La Pelicula 2015",84
Suspiria 2018,Amazon,2500000.0,5400000,2018,Suspiria 2018,100
Disobedience 2018,BST,3500000.0,4400000,2018,Disobedience 2017,94
Qué León (What A Lion) 2018,Spanglish,2600000.0,5200000,2018,Qué le dijiste a Dios? 2014,67
Life Itself (2018) 2018,Amazon,4099999.0,3700000,2018,Life Itself 2018,82
Beirut 2018,BST,5000000.0,2500000,2018,Beirut 2018,100
Return of the Hero 2018,Distrib.,37100.0,7300000,2018,Return of the Hero 2018,100
Soorma 2018,Sony,390000.0,6200000,2018,Soorma 2018,100
The Hurricane Heist 2018,ENTMP,6100000.0,,2018,The Hurricane Heist 2018,100
Every Day (2018) 2018,Orion,6100000.0,,2018,Every Day 2010,80
Leave No Trace 2018,BST,6000000.0,,2018,Leave No Trace 2018,100
My Hero Academia: Two Heroes 2018,FUN,5800000.0,,2018,My Hero Academia: Two Heroes 2018,100
Destroyer 2018,Annapurna,1500000.0,4000000,2018,Destroyer 2018,100
Madame 2018,Blue Fox,91000.0,5300000,2018,Madame 2017,91
Colette 2018,BST,5100000.0,,2018,Colette 2018,100
Blindspotting 2018,LG/S,4300000.0,530000,2018,Blindspotting 2018,100
Cold War (2018) 2018,Amazon,4600000.0,,2018,Cold War 2012,79
Papillon (2018) 2018,BST,2300000.0,2200000,2018,Papillon 2017,73
Gotti 2018,VE,4300000.0,,2018,Gotti 2018,100
The Mercy 2018,Scre.,29500.0,4200000,2018,The Mercy 2018,100
Hichki 2018,Yash,330000.0,3900000,2018,Kimchi 2018,82
Ya Veremos 2018,PNT,4200000.0,,2018,Ya Veremos 2018,100
Don't Worry He Won't Get Far on Foot 2018,Amazon,1400000.0,2500000,2018,"Don't Worry, He Won't Get Far on Foot 2018",99
A Private War 2018,Aviron,1600000.0,2200000,2018,A Private War 2018,100
Ben is Back 2018,RAtt.,3700000.0,,2018,Ben Is Back 2018,100
Bad Samaritan 2018,Electric,3400000.0,,2018,Bad Samaritan 2018,100
Gauguin: Voyage to Tahiti 2018,Cohen,200000.0,3100000,2018,Gauguin: Voyage to Tahiti 2017,97
Shoplifters 2018,Magn.,3300000.0,,2018,Shoplifters 2018,100
